Dataset	ScanNumber	Ion Injection Time (ms)	Scan Event	Elapsed Scan Time (sec)	Collision Mode	Scan Filter Text	Source Voltage (kV)	Source Current (uA)
206281	496	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.11
206281	497	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.12
206281	498	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.12
206281	499	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.12
206281	500	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.12
206281	501	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.12
206281	502	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.12
206281	503	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.12
206281	504	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.12
206281	505	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.14
206281	506	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.14
206281	507	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.14
206281	508	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.14
206281	509	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.14
206281	510	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.14
206281	511	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.14
206281	512	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.14
206281	513	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.14
206281	514	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.15
206281	515	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.15
206281	516	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.15
206281	517	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.15
206281	518	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.15
206281	519	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.15
206281	520	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.15
206281	521	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.15
206281	522	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.14
206281	523	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.14
206281	524	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.14
206281	525	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.14
206281	526	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.14
206281	527	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.14
206281	528	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.14
206281	529	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.14
206281	530	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.12
206281	531	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.12
206281	532	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.12
206281	533	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.12
206281	534	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.12
206281	535	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.12
206281	536	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.12
206281	537	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.12
206281	538	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.12
206281	539	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.08
206281	540	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.08
206281	541	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.08
206281	542	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.08
206281	543	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.08
206281	544	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.08
206281	545	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.08
206281	546	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.08
206281	547	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.12
206281	548	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.12
206281	549	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.12
206281	550	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.12
206281	551	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.12
206281	552	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.12
206281	553	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.12
206281	554	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.12
206281	555	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.12
206281	556	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.15
206281	557	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.15
206281	558	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.15
206281	559	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.15
206281	560	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.15
206281	561	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.15
206281	562	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.15
206281	563	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.15
206281	564	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.13
206281	565	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.13
206281	566	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.13
206281	567	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.13
206281	568	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.13
206281	569	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.13
206281	570	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.13
206281	571	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.13
206281	572	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.13
206281	573	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.13
206281	574	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.13
206281	575	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.13
206281	576	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.13
206281	577	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.13
206281	578	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.13
206281	579	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.13
206281	580	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.13
206281	581	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.13
206281	582	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.13
206281	583	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.13
206281	584	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.13
206281	585	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.13
206281	586	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.13
206281	587	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.13
206281	588	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.13
206281	589	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.11
206281	590	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.11
206281	591	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.11
206281	592	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.11
206281	593	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.11
206281	594	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.11
206281	595	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.11
206281	596	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.11
206281	597	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.11
206281	598	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.14
206281	599	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.14
206281	600	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.14
206281	601	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.14
206281	602	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.14
206281	603	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.14
206281	604	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.14
206281	605	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.14
206281	606	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.10
206281	607	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.10
206281	608	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.10
206281	609	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.10
206281	610	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.10
206281	611	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.10
206281	612	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.10
206281	613	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.10
206281	614	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.10
206281	615	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.11
206281	616	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.11
206281	617	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.11
206281	618	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.11
206281	619	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.11
206281	620	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.11
206281	621	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.11
206281	622	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.11
206281	623	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.10
206281	624	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.10
206281	625	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.10
206281	626	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.10
206281	627	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.10
206281	628	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.10
206281	629	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.10
206281	630	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.10
206281	631	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.10
206281	632	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.15
206281	633	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.15
206281	634	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.15
206281	635	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.15
206281	636	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.15
206281	637	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.15
206281	638	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.15
206281	639	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.15
206281	640	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.15
206281	641	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.15
206281	642	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.15
206281	643	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.15
206281	644	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.15
206281	645	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.15
206281	646	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.15
206281	647	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.15
206281	648	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.11
206281	649	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.11
206281	650	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.11
206281	651	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.11
206281	652	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.11
206281	653	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.11
206281	654	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.11
206281	655	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.11
206281	656	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.11
206281	657	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.13
206281	658	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.13
206281	659	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.13
206281	660	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.13
206281	661	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.13
206281	662	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.13
206281	663	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.13
206281	664	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.13
206281	665	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.13
206281	666	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.13
206281	667	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.13
206281	668	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.13
206281	669	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.13
206281	670	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.13
206281	671	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.13
206281	672	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.13
206281	673	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.13
206281	674	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.13
206281	675	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.13
206281	676	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.13
206281	677	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.13
206281	678	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.13
206281	679	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.13
206281	680	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.13
206281	681	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.13
206281	682	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.13
206281	683	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.14
206281	684	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.14
206281	685	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.14
206281	686	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.14
206281	687	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.14
206281	688	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.14
206281	689	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.14
206281	690	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.14
206281	691	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.12
206281	692	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.12
206281	693	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.12
206281	694	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.12
206281	695	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.12
206281	696	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.12
206281	697	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.12
206281	698	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.12
206281	699	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.12
206281	700	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.15
206281	701	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.15
206281	702	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.15
206281	703	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.15
206281	704	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.15
206281	705	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.15
206281	706	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.15
206281	707	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.15
206281	708	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.09
206281	709	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.09
206281	710	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.09
206281	711	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.09
206281	712	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.09
206281	713	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.09
206281	714	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.09
206281	715	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.09
206281	716	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.09
206281	717	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.12
206281	718	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.12
206281	719	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.12
206281	720	100.000	12	0.27	cid	ITMS + c NSI Full ms2 445.00@cid35.00 [120.00-500.00]	2.20	0.12
206281	721	50.000	1	0.15		ITMS + p NSI SIM ms [190.00-200.00]	2.20	0.12
206281	722	50.000	2	0.15		ITMS + p NSI SIM ms [329.10-335.10]	2.20	0.12
206281	723	50.000	3	0.15		ITMS + p NSI SIM ms [442.10-448.10]	2.20	0.12
206281	724	100.000	4	0.31	cid	ITMS + p NSI CRM ms3 332.14@cid35.00 288.10@cid35.00 [240.00-250.00, 309.00-319.00]	2.20	0.12
206281	725	100.000	5	0.31	cid	ITMS + p NSI CRM ms3 445.16@cid35.00 428.10@cid35.00 [312.50-327.50, 402.50-417.50]	2.20	0.12
206281	726	50.000	6	0.15		ITMS + p NSI SIM ms [423.00-433.00]	2.20	0.12
206281	727	50.000	7	0.15		ITMS + p NSI SIM ms [283.00-293.00]	2.20	0.12
206281	728	100.000	8	0.25	cid	ITMS + p NSI SRM ms2 332.00@cid35.00 [283.00-293.00]	2.20	0.12
206281	729	100.000	9	0.25	cid	ITMS + p NSI SRM ms2 445.00@cid35.00 [423.00-433.00]	2.20	0.12
206281	730	100.000	10	0.26	cid	ITMS + c NSI Full ms2 195.00@cid35.00 [50.00-300.00]	2.20	0.12
206281	731	100.000	11	0.26	cid	ITMS + c NSI Full ms2 332.00@cid35.00 [90.00-400.00]	2.20	0.12
