Dataset	ScanNumber	Ion Injection Time (ms)	Analyzer Temperature	Conversion Parameter B	Conversion Parameter C	Temperature Comp. (ppm)	Space Charge Comp. (ppm)	PS Inj. Time (ms)	Analog Input 1 (V)	Analog Input 2 (V)	Scan Filter Text
301469	442	100.000	30.64	67831356.2270	-15925986.5898	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	443	100.000	30.64	67831356.0188	-15925986.4909	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	444	100.000	30.64	67831356.9884	-15925986.9465	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	445	100.000	30.64	67831356.2130	-15925986.5831	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	446	100.000	30.64	67831356.5480	-15925986.7393	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	447	100.000	30.64	67831356.0170	-15925986.4910	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	448	100.000	30.64	67831356.2986	-15925986.6229	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	449	100.000	30.64	67831356.4398	-15925986.6886	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	450	100.000	30.64	67831356.0471	-15925986.5043	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	451	100.000	30.64	67831357.6222	-15925987.2442	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	452	100.000	30.64	67831357.4208	-15925987.1503	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	453	100.000	30.64	67831356.6659	-15925986.7961	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	454	100.000	30.64	67831357.4359	-15925987.1572	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	455	100.000	30.64	67831357.2982	-15925987.0923	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	456	100.000	30.64	67831357.5067	-15925987.1901	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	457	100.000	30.64	67831356.3666	-15925986.6546	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	458	100.000	30.64	67831357.2236	-15925987.0585	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	459	100.000	30.64	67831357.3499	-15925987.1168	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	460	100.000	30.64	67831357.1671	-15925987.0306	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	461	100.000	30.64	67831356.9056	-15925986.9080	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	462	100.000	30.64	67831356.1396	-15925986.5485	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	463	100.000	30.64	67831355.9617	-15925986.4652	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	464	100.000	30.64	67831356.3381	-15925986.6422	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	465	100.000	30.64	67831357.2333	-15925987.0619	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	466	100.000	30.64	67831356.8447	-15925986.8797	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	467	100.000	30.64	67831354.4914	-15925985.7741	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	468	100.000	30.64	67831356.2294	-15925986.5892	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	469	100.000	30.64	67831356.3008	-15925986.6240	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	470	100.000	30.64	67831355.4373	-15925986.2185	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	471	100.000	30.64	67831355.1757	-15925986.0970	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	472	100.000	30.64	67831356.4131	-15925986.6767	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	473	100.000	30.64	67831356.1237	-15925986.5403	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	474	100.000	30.64	67831356.0312	-15925986.4966	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	475	100.000	30.64	67831355.6373	-15925986.3126	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	476	100.000	30.64	67831356.9866	-15925986.9467	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	477	100.000	30.64	67831356.1948	-15925986.5732	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	478	100.000	30.64	67831354.9888	-15925986.0076	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	479	100.000	30.64	67831356.6715	-15925986.7980	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	480	100.000	30.64	67831356.2489	-15925986.5994	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	481	100.000	30.64	67831355.9243	-15925986.4468	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	482	100.000	30.64	67831354.8768	-15925985.9549	-5.11	-0.05	50.000	0.003	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	483	100.000	30.64	67831353.3568	-15925985.2415	-5.11	-0.06	50.000	0.003	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	484	100.000	30.64	67831355.3857	-15925986.1946	-5.11	-0.05	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	485	100.000	30.64	67831355.7277	-15925986.3552	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	486	100.000	30.64	67831356.1911	-15925986.5729	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	487	100.000	30.64	67831353.8353	-15925985.4661	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	488	100.000	30.64	67831354.9016	-15925985.9669	-5.11	-0.05	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	489	100.000	30.64	67831356.2268	-15925986.5880	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	490	100.000	30.64	67831354.0126	-15925985.5499	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	491	100.000	30.64	67831353.9701	-15925985.5298	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	492	100.000	30.64	67831356.0717	-15925986.5157	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	493	100.000	30.64	67831356.7829	-15925986.8500	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	494	100.000	30.64	67831355.4935	-15925986.2452	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	495	100.000	30.64	67831355.9751	-15925986.4706	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	496	100.000	30.64	67831355.4961	-15925986.2463	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	497	100.000	30.64	67831355.8109	-15925986.3938	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	498	100.000	30.64	67831354.5566	-15925985.8051	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	499	100.000	30.64	67831354.0087	-15925985.5473	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	500	100.000	30.64	67831356.1882	-15925986.5717	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	501	100.000	30.64	67831353.5344	-15925985.3253	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	502	100.000	30.64	67831352.6331	-15925984.9014	-5.11	-0.07	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	503	100.000	30.64	67831355.3484	-15925986.1763	-5.11	-0.05	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	504	100.000	30.64	67831352.4377	-15925984.8101	-5.11	-0.07	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	505	100.000	30.64	67831353.3279	-15925985.2280	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	506	100.000	30.64	67831354.3650	-15925985.7146	-5.11	-0.06	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	507	100.000	30.64	67831352.9333	-15925985.0432	-5.11	-0.07	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	508	100.000	30.64	67831352.9686	-15925985.0594	-5.11	-0.07	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	509	100.000	30.64	67831354.4573	-15925985.7582	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	510	100.000	30.64	67831351.6920	-15925984.4603	-5.11	-0.08	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	511	100.000	30.64	67831354.5741	-15925985.8131	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	512	100.000	30.64	67831355.3532	-15925986.1797	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	513	100.000	30.64	67831354.4028	-15925985.7325	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	514	100.000	30.64	67831355.2224	-15925986.1169	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	515	100.000	30.64	67831352.2335	-15925984.7133	-5.11	-0.07	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	516	100.000	30.64	67831354.6792	-15925985.8625	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	517	100.000	30.64	67831354.6754	-15925985.8610	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	518	100.000	30.64	67831354.6534	-15925985.8503	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	519	100.000	30.64	67831354.6834	-15925985.8646	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	520	100.000	30.64	67831354.7729	-15925985.9064	-5.11	-0.05	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	521	100.000	30.64	67831355.1339	-15925986.0760	-5.11	-0.05	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	522	100.000	30.64	67831355.3135	-15925986.1608	-5.11	-0.05	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	523	100.000	30.64	67831352.3278	-15925984.7573	-5.11	-0.07	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	524	100.000	30.64	67831352.7028	-15925984.9335	-5.11	-0.07	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	525	100.000	30.64	67831353.7944	-15925985.4476	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	526	100.000	30.64	67831354.5076	-15925985.7812	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	527	100.000	30.64	67831354.7650	-15925985.9023	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	528	100.000	30.64	67831355.2614	-15925986.1362	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	529	100.000	30.64	67831354.2502	-15925985.6607	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	530	100.000	30.64	67831353.3553	-15925985.2411	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	531	100.000	30.64	67831352.9688	-15925985.0589	-5.11	-0.07	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	532	100.000	30.64	67831355.1048	-15925986.0629	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	533	100.000	30.64	67831353.8403	-15925985.4690	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	534	100.000	30.64	67831353.7022	-15925985.4040	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	535	100.000	30.64	67831354.0818	-15925985.5818	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	536	100.000	30.64	67831353.4352	-15925985.2773	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	537	100.000	30.64	67831351.1479	-15925984.2040	-5.11	-0.08	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	538	100.000	30.64	67831351.9688	-15925984.5893	-5.11	-0.07	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	539	100.000	30.64	67831353.1415	-15925985.1404	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	540	100.000	30.64	67831353.4416	-15925985.2822	-5.11	-0.06	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	541	100.000	30.64	67831352.7217	-15925984.9430	-5.11	-0.07	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	542	100.000	30.64	67831352.5416	-15925984.8580	-5.11	-0.07	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	543	100.000	30.64	67831352.2463	-15925984.7202	-5.11	-0.07	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	544	100.000	30.64	67831352.7819	-15925984.9723	-5.11	-0.07	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	545	100.000	30.64	67831351.3418	-15925984.2956	-5.11	-0.08	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	546	100.000	30.64	67831353.1746	-15925985.1555	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	547	100.000	30.64	67831352.4719	-15925984.8265	-5.11	-0.07	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	548	100.000	30.64	67831353.0035	-15925985.0760	-5.11	-0.07	49.380	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	549	100.000	30.64	67831352.7276	-15925984.9461	-5.11	-0.07	46.252	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	550	100.000	30.64	67831352.6013	-15925984.8861	-5.11	-0.07	45.039	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	551	100.000	30.64	67831353.1393	-15925985.1388	-5.11	-0.06	49.978	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	552	100.000	30.64	67831352.1411	-15925984.6708	-5.11	-0.07	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	553	100.000	30.64	67831354.2379	-15925985.6550	-5.11	-0.06	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	554	100.000	30.64	67831353.1431	-15925985.1408	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	555	100.000	30.64	67831354.7570	-15925985.8982	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	556	100.000	30.64	67831354.3275	-15925985.6979	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	557	100.000	30.64	67831354.5522	-15925985.8024	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	558	100.000	30.64	67831355.8549	-15925986.4142	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	559	100.000	30.64	67831354.7942	-15925985.9159	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	560	100.000	30.64	67831354.6073	-15925985.8282	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	561	100.000	30.64	67831353.4756	-15925985.2975	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	562	100.000	30.64	67831355.2050	-15925986.1089	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	563	100.000	30.64	67831356.4381	-15925986.6887	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	564	100.000	30.64	67831355.4201	-15925986.2105	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	565	100.000	30.64	67831354.6347	-15925985.8419	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	566	100.000	30.64	67831354.3144	-15925985.6915	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	567	100.000	30.64	67831355.0772	-15925986.0497	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	568	100.000	30.64	67831354.8286	-15925985.9324	-5.11	-0.05	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	569	100.000	30.64	67831352.4981	-15925984.8383	-5.11	-0.07	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	570	100.000	30.64	67831352.1238	-15925984.6622	-5.11	-0.07	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	571	100.000	30.64	67831355.2315	-15925986.1208	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	572	100.000	30.64	67831355.5431	-15925986.2681	-5.11	-0.05	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	573	100.000	30.64	67831355.7502	-15925986.3655	-5.11	-0.05	50.000	0.003	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	574	100.000	30.64	67831355.2989	-15925986.1540	-5.11	-0.05	50.000	0.003	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	575	100.000	30.64	67831353.9246	-15925985.5084	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	576	100.000	30.64	67831354.2072	-15925985.6405	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	577	100.000	30.64	67831356.1804	-15925986.5665	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	578	100.000	30.64	67831353.7256	-15925985.4140	-5.11	-0.06	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	579	100.000	30.64	67831356.0546	-15925986.5089	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	580	100.000	30.64	67831353.6539	-15925985.3809	-5.11	-0.06	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	581	100.000	30.64	67831354.6225	-15925985.8352	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	582	100.000	30.64	67831355.6118	-15925986.3005	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	583	100.000	30.64	67831355.7228	-15925986.3529	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	584	100.000	30.64	67831355.4505	-15925986.2250	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	585	100.000	30.64	67831355.5075	-15925986.2513	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	586	100.000	30.64	67831354.6280	-15925985.8387	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	587	100.000	30.64	67831355.9913	-15925986.4788	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	588	100.000	30.64	67831355.9293	-15925986.4491	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	589	100.000	30.64	67831354.5507	-15925985.8020	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	590	100.000	30.64	67831356.5449	-15925986.7380	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
