Dataset	ScanNumber	Ion Injection Time (ms)	Elapsed Scan Time (sec)	Charge State	Monoisotopic M/Z	Scan Filter Text	Source Voltage (kV)	Source Current (uA)
407579	2413	0.131	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	2414	0.106	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2415	0.138	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2416	0.124	1.78	1	222.9318	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2417	0.125	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2418	0.104	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2419	0.120	1.78	1	223.0722	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2420	0.127	1.78	1	223.0211	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	2421	0.136	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	2422	0.149	1.78	1	223.0020	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	2423	0.121	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2424	0.138	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	2425	0.109	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	2426	0.121	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	2427	0.117	1.78	1	223.1299	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2428	0.128	1.78	1	223.0925	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2429	0.125	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.10
407579	2430	0.140	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2431	0.138	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2432	0.111	1.78	1	223.0585	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2433	0.129	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2434	0.121	1.78	1	223.0513	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	2435	0.147	1.78	1	223.0496	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	2436	0.131	1.78	1	237.0511	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	2437	0.126	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	2438	0.132	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	2439	0.146	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.36
407579	2440	0.111	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2441	0.127	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.10
407579	2442	0.106	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2443	0.127	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.14
407579	2444	0.122	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.14
407579	2445	0.144	1.78	1	223.0862	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2446	0.113	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2447	0.132	1.78	1	237.0515	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2448	0.142	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	2449	0.138	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2450	0.100	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2451	0.138	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	2452	0.135	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.36
407579	2453	0.120	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.11
407579	2454	0.121	1.78	1	223.0742	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2455	0.120	1.78	1	237.1159	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2456	0.105	1.78	1	222.9922	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2457	0.143	1.78	1	237.0658	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2458	0.118	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2459	0.134	1.78	1	237.1111	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.20
407579	2460	0.107	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	2461	0.106	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	2462	0.140	1.78	1	1201.4901	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	2463	0.126	1.78	1	237.0589	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2464	0.100	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	2465	0.144	1.78	1	223.0151	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2466	0.143	1.78	1	237.1119	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2467	0.119	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.12
407579	2468	0.122	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2469	0.143	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2470	0.115	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2471	0.142	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2472	0.156	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2473	0.154	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.24
407579	2474	0.131	1.78	1	237.0098	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2475	0.122	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	2476	0.156	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	2477	0.131	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.13
407579	2478	0.130	1.78	1	237.0485	ITMS + p NSI Z ms [150.00-2000.00]	2.27	0.32
407579	2479	0.136	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2480	0.156	1.78	1	237.0656	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2481	0.139	1.78	1	237.0642	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2482	0.138	1.78	1	223.0599	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2483	0.133	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2484	0.144	1.78	1	223.0235	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	2485	0.144	1.78	1	237.0554	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	2486	0.151	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	2487	0.140	1.78	1	237.1018	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	2488	0.150	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	2489	0.167	1.78	1	237.0698	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	2490	0.140	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	2491	0.110	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.12
407579	2492	0.170	1.78	1	237.0691	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.12
407579	2493	0.146	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2494	0.154	1.78	1	237.0361	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.14
407579	2495	0.151	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.14
407579	2496	0.142	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2497	0.172	1.78	1	223.0526	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.19
407579	2498	0.130	1.78	1	237.0622	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	2499	0.150	1.78	1	237.0384	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	2500	0.129	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	2501	0.169	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2502	0.165	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	2503	0.131	1.78	1	237.0549	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	2504	0.154	1.78	1	237.0761	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2505	0.174	1.78	1	237.0759	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2506	0.109	1.78	1	223.0528	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.12
407579	2507	0.147	1.78	1	237.0465	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2508	0.139	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2509	0.138	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2510	0.148	1.78	1	237.0701	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2511	0.153	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2512	0.150	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2513	0.168	1.78	1	237.0515	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	2514	0.151	1.78	1	237.1192	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.29
407579	2515	0.163	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2516	0.174	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	2517	0.171	1.78	1	223.0602	ITMS + p NSI Z ms [150.00-2000.00]	2.24	0.21
407579	2518	0.152	1.78	1	237.0393	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.10
407579	2519	0.150	1.78	1	237.0755	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.11
407579	2520	0.149	1.78	1	223.0705	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2521	0.178	1.78	1	223.1100	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2522	0.155	1.78	1	237.0661	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2523	0.150	1.78	1	237.0530	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2524	0.196	1.78	1	237.0826	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2525	0.141	1.78	1	237.0683	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.18
407579	2526	0.181	1.78	1	237.0844	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	2527	0.161	1.78	1	237.0330	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	2528	0.181	1.78	1	237.0786	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	2529	0.154	1.78	1	237.0537	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.30
407579	2530	0.165	1.78	1	237.0880	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2531	0.154	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	2532	0.179	1.78	1	237.0443	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	2533	0.155	1.78	1	237.0491	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.12
407579	2534	0.199	1.78	1	237.0429	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.11
407579	2535	0.192	1.78	1	237.0688	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.11
407579	2536	0.154	1.78	1	237.0648	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2537	0.177	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2538	0.166	1.78	1	237.0272	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2539	0.162	1.78	1	237.1053	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2540	0.163	1.78	1	237.0431	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	2541	0.185	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	2542	0.172	1.78	1	237.0474	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	2543	0.191	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	2544	0.158	1.78	1	237.0420	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2545	0.163	1.78	1	237.0511	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	2546	0.177	1.78	1	223.0518	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.12
407579	2547	0.181	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2548	0.154	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2549	0.173	1.78	1	222.9242	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2550	0.177	1.78	1	223.0726	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2551	0.198	1.78	1	223.0380	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2552	0.177	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2553	0.178	1.78	1	237.0637	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2554	0.172	1.78	1	237.0804	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	2555	0.189	1.78	1	237.0586	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	2556	0.152	1.78	1	237.0520	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	2557	0.171	1.78	1	237.0751	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	2558	0.188	1.78	1	237.0552	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	2559	0.185	1.78	1	223.0146	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	2560	0.180	1.78	1	237.0517	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.12
407579	2561	0.195	1.78	1	237.0076	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2562	0.179	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2563	0.179	1.78	1	237.0518	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2564	0.182	1.78	1	223.0788	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2565	0.154	1.78	1	237.0699	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2566	0.182	1.78	1	237.0444	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	2567	0.202	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.20
407579	2568	0.182	1.78	1	237.1064	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	2569	0.195	1.78	1	237.0685	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	2570	0.200	1.78	1	237.0633	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2571	0.183	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	2572	0.169	1.78	1	237.0428	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.33
407579	2573	0.174	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.27	0.25
407579	2574	0.188	1.78	1	237.0654	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.11
407579	2575	0.159	1.78	1	237.0986	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.12
407579	2576	0.191	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2577	0.178	1.78	1	237.0828	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2578	0.148	1.78	1	237.0623	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2579	0.158	1.78	1	237.0941	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2580	0.212	1.78	1	237.0959	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	2581	0.197	1.78	1	237.0730	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	2582	0.191	1.78	1	237.1021	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	2583	0.160	1.78	1	223.0542	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	2584	0.157	1.78	1	223.0441	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	2585	0.155	1.78	1	237.0471	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	2586	0.175	1.78	1	237.0900	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2587	0.185	1.78	1	237.0675	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.11
407579	2588	0.171	1.78	1	237.0509	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2589	0.138	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2590	0.137	1.78	1	222.9873	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2591	0.172	1.78	1	237.0483	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2592	0.160	1.78	1	237.0396	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2593	0.156	1.78	1	237.1009	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2594	0.172	1.78	1	237.0925	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.22
407579	2595	0.172	1.78	1	237.1227	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	2596	0.180	1.78	1	223.0089	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	2597	0.174	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	2598	0.180	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	2599	0.208	1.78	1	237.0765	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	2600	0.180	1.78	1	237.0670	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2601	0.190	1.78	1	237.0437	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.12
407579	2602	0.180	1.78	1	237.0726	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2603	0.171	1.78	1	223.0230	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2604	0.159	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2605	0.174	1.78	1	237.0627	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2606	0.167	1.78	1	237.0721	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2607	0.176	1.78	1	223.0430	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2608	0.186	1.78	1	237.0585	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	2609	0.166	1.78	1	237.0446	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	2610	0.184	1.78	1	237.0651	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	2611	0.202	1.78	1	223.0090	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	2612	0.172	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	2613	0.213	1.78	1	237.0671	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.11
407579	2614	0.194	1.78	1	237.0465	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2615	0.163	1.78	1	237.0655	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.11
407579	2616	0.196	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2617	0.167	1.78	1	223.0195	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2618	0.167	1.78	1	237.0805	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2619	0.184	1.78	1	237.0577	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2620	0.165	1.78	1	237.1163	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	2621	0.178	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	2622	0.189	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2623	0.221	1.78	1	237.0665	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2624	0.176	1.78	1	237.0856	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	2625	0.178	1.78	1	237.0294	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.32
407579	2626	0.182	1.78	1	237.0462	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2627	0.129	1.78	1	237.0639	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2628	0.183	1.78	1	237.0561	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.12
407579	2629	0.171	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2630	0.195	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2631	0.159	1.78	1	237.0894	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2632	0.191	1.78	1	237.1048	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2633	0.151	1.78	1	237.0499	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	2634	0.145	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	2635	0.169	1.78	1	237.0947	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	2636	0.185	1.78	1	237.0512	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	2637	0.178	1.78	1	237.0393	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	2638	0.199	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	2639	0.181	1.78	1	237.0617	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2640	0.172	1.78	1	237.0606	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2641	0.182	1.78	1	237.0808	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2642	0.189	1.78	1	237.0718	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.12
407579	2643	0.174	1.78	1	237.0427	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.12
407579	2644	0.185	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2645	0.172	1.78	1	237.1201	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.16
407579	2646	0.144	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2647	0.181	1.78	1	237.0947	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	2648	0.166	1.78	1	237.0468	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.23
407579	2649	0.163	1.78	1	237.1033	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.27
407579	2650	0.169	1.78	1	237.0672	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	2651	0.179	1.78	1	237.0777	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	2652	0.185	1.78	1	237.0455	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.11
407579	2653	0.191	1.78	1	237.0759	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2654	0.168	1.78	1	237.0640	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2655	0.187	1.78	1	237.0958	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.13
407579	2656	0.169	1.78	1	237.0547	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2657	0.165	1.78	1	237.0666	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.18
407579	2658	0.171	1.78	1	237.0357	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.17
407579	2659	0.179	1.78	1	237.0536	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2660	0.175	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.21
407579	2661	0.188	1.78	1	237.0507	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.26
407579	2662	0.201	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	2663	0.162	1.78	1	237.0568	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	2664	0.161	1.78	1	237.0538	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	2665	0.186	1.78	1	237.0822	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.32
407579	2666	0.175	1.78	1	237.0949	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.12
407579	2667	0.193	1.78	1	237.0426	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.11
407579	2668	0.172	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2669	0.154	1.78	1	223.0640	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.17
407579	2670	0.158	1.78	1	237.1065	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.15
407579	2671	0.188	1.78	1	237.0573	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.19
407579	2672	0.152	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.24
407579	2673	0.149	1.78	1	237.0910	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.25
407579	2674	0.153	1.78	1	237.0447	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.28
407579	2675	0.182	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	2676	0.208	1.78	1	237.0453	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	2677	0.158	1.78	1	237.0629	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.30
407579	2678	0.181	1.78	1	237.0443	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
407579	2679	0.153	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.14
