Dataset	ScanNumber	Ion Injection Time (ms)	Elapsed Scan Time (sec)	Charge State	Monoisotopic M/Z	Scan Filter Text	Source Voltage (kV)	Source Current (uA)
407579	971	0.087	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	972	0.088	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	973	0.075	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	974	0.080	1.78	1	223.1043	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.51
407579	975	0.079	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	976	0.074	1.78	1	419.0212	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	977	0.086	1.78	1	195.0269	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	978	0.073	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	979	0.075	1.78	1	195.0527	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	980	0.078	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	981	0.073	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.37
407579	982	0.081	1.78	1	419.0617	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	983	0.084	1.78	1	419.0925	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.42
407579	984	0.082	1.78	1	419.0688	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	985	0.069	1.78	1	419.1600	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	986	0.074	1.78	1	419.0778	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	987	0.087	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.48
407579	988	0.089	1.78	1	419.0907	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.37
407579	989	0.086	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	990	0.076	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	991	0.077	1.78	1	419.0815	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	992	0.085	1.78	1	419.0493	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	993	0.077	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	994	0.080	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.41
407579	995	0.073	1.78	1	419.0882	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	996	0.077	1.78	1	419.0629	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	997	0.083	1.78	1	419.1044	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	998	0.086	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	999	0.078	1.78	1	418.9963	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.49
407579	1000	0.071	1.78	1	419.0032	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1001	0.076	1.78	1	419.1041	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1002	0.072	1.78	1	419.0110	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1003	0.084	1.78	1	419.1495	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1004	0.075	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1005	0.076	1.78	1	418.9899	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1006	0.071	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1007	0.059	1.78	1	419.0388	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.42
407579	1008	0.076	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.40
407579	1009	0.068	1.78	1	419.0980	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1010	0.083	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.48
407579	1011	0.077	1.78	1	419.0775	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	1012	0.073	1.78	1	418.9640	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.51
407579	1013	0.068	1.78	1	419.0089	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1014	0.077	1.78	1	419.0980	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1015	0.070	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1016	0.076	1.78	1	419.0091	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1017	0.075	1.78	1	419.1149	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1018	0.066	1.78	1	419.1452	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1019	0.059	1.78	1	419.0859	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1020	0.064	1.78	1	419.0457	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.42
407579	1021	0.061	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	1022	0.068	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	1023	0.070	1.78	1	419.1121	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.48
407579	1024	0.058	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.51
407579	1025	0.063	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.49
407579	1026	0.060	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1027	0.059	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1028	0.057	1.78	1	675.1356	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1029	0.051	1.78	1	675.1514	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1030	0.053	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1031	0.047	1.78	1	675.3413	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1032	0.050	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.43
407579	1033	0.045	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.41
407579	1034	0.051	1.78	1	675.1471	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	1035	0.050	1.78	1	675.2654	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	1036	0.049	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	1037	0.043	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.52
407579	1038	0.055	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1039	0.050	1.78	1	675.0959	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1040	0.050	1.78	1	675.1303	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1041	0.050	1.78	1	675.2179	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1042	0.054	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1043	0.049	1.78	1	675.3549	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1044	0.054	1.78	1	675.2136	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1045	0.052	1.78	1	675.1670	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1046	0.060	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.40
407579	1047	0.055	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.42
407579	1048	0.064	1.78	1	338.3200	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	1049	0.067	1.78	1	338.3341	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.49
407579	1050	0.069	1.78	1	338.3371	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.53
407579	1051	0.061	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1052	0.066	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1053	0.070	1.78	1	338.2814	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1054	0.065	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1055	0.084	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1056	0.070	1.78	1	419.1478	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1057	0.073	1.78	1	338.3085	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.41
407579	1058	0.079	1.78	1	222.9909	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.40
407579	1059	0.074	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1060	0.063	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	1061	0.078	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.49
407579	1062	0.081	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.52
407579	1063	0.068	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.54
407579	1064	0.076	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.24	0.36
407579	1065	0.073	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1066	0.081	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1067	0.078	1.78	1	551.8947	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1068	0.082	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1069	0.072	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.37
407579	1070	0.078	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1071	0.080	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.40
407579	1072	0.077	1.78	1	223.1340	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1073	0.076	1.78	1	222.9972	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	1074	0.078	1.78	1	223.0580	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.49
407579	1075	0.078	1.78	1	223.0806	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	1076	0.083	1.78	1	222.9986	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1077	0.079	1.78	1	223.0575	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1078	0.079	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1079	0.081	1.78	1	223.0049	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1080	0.088	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1081	0.082	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1082	0.082	1.78	1	223.0465	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1083	0.085	1.78	1	223.0178	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1084	0.087	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.40
407579	1085	0.085	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	1086	0.085	1.78	1	223.0509	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	1087	0.085	1.78	1	195.0634	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	1088	0.086	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.48
407579	1089	0.085	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.52
407579	1090	0.093	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.24	0.39
407579	1091	0.088	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1092	0.089	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1093	0.087	1.78	1	222.9837	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1094	0.088	1.78	1	223.0247	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1095	0.093	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1096	0.082	1.78	1	223.0010	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.29
407579	1097	0.091	1.78	1	223.0554	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1098	0.087	1.78	1	223.0637	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.37
407579	1099	0.088	1.78	1	223.0035	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.42
407579	1100	0.082	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	1101	0.093	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	1102	0.094	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	1103	0.085	1.78	2	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	1104	0.087	1.78	1	223.0359	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	1105	0.094	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1106	0.092	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1107	0.093	1.78	1	195.0695	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1108	0.089	1.78	1	223.0356	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1109	0.087	1.78	1	195.0336	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1110	0.090	1.78	1	223.0279	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1111	0.092	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1112	0.093	1.78	1	195.0625	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.40
407579	1113	0.095	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1114	0.088	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	1115	0.098	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	1116	0.091	1.78	1	222.9832	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	1117	0.089	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.52
407579	1118	0.078	1.78	1	223.0220	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.51
407579	1119	0.090	1.78	1	223.0614	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1120	0.091	1.78	1	222.9988	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1121	0.096	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1122	0.095	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1123	0.092	1.78	1	223.0792	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1124	0.094	1.78	2	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1125	0.095	1.78	1	223.1071	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1126	0.087	1.78	1	223.0947	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.42
407579	1127	0.074	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.43
407579	1128	0.094	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	1129	0.092	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	1130	0.090	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	1131	0.094	1.78	1	222.9724	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1132	0.093	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1133	0.088	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1134	0.095	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1135	0.106	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1136	0.081	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1137	0.096	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1138	0.086	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1139	0.074	1.78	1	222.9657	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1140	0.100	1.78	1	223.1044	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1141	0.094	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	1142	0.095	1.78	1	195.0324	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	1143	0.085	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	1144	0.076	1.78	1	222.9975	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.49
407579	1145	0.081	1.78	1	223.0466	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1146	0.090	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1147	0.089	1.78	1	223.1059	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1148	0.091	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1149	0.085	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1150	0.093	1.78	1	223.0165	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1151	0.095	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1152	0.086	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1153	0.090	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1154	0.095	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	1155	0.098	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	1156	0.094	1.78	1	223.0443	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.48
407579	1157	0.092	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.52
407579	1158	0.094	1.78	1	223.1041	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1159	0.088	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.37
407579	1160	0.096	1.78	1	222.9492	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1161	0.093	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1162	0.107	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1163	0.090	1.78	1	222.9615	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1164	0.099	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1165	0.089	1.78	1	223.0308	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.37
407579	1166	0.100	1.78	1	223.0292	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.42
407579	1167	0.080	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.43
407579	1168	0.083	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	1169	0.099	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	1170	0.096	1.78	1	222.9518	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.49
407579	1171	0.092	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.48
407579	1172	0.099	1.78	2	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1173	0.099	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	1174	0.098	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.27	0.50
407579	1175	0.087	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.37
407579	1176	0.092	1.78	1	237.1075	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1177	0.078	1.78	1	195.0600	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1178	0.091	1.78	1	222.9990	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1179	0.092	1.78	1	223.0361	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1180	0.100	1.78	1	223.0697	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.37
407579	1181	0.094	1.78	1	223.0655	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.42
407579	1182	0.099	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1183	0.093	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1184	0.095	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	1185	0.095	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	1186	0.092	1.78	1	222.9674	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.49
407579	1187	0.087	1.78	2	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1188	0.098	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1189	0.096	1.78	1	625.9382	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1190	0.090	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1191	0.089	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1192	0.090	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1193	0.097	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1194	0.091	1.78	1	195.0698	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1195	0.097	1.78	1	223.0570	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1196	0.106	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.42
407579	1197	0.105	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.48
407579	1198	0.087	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.48
407579	1199	0.086	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	1200	0.096	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.32
407579	1201	0.096	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1202	0.097	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1203	0.099	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1204	0.106	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1205	0.108	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1206	0.099	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1207	0.102	1.78	1	195.1176	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1208	0.101	1.78	2	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.41
407579	1209	0.098	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1210	0.092	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.48
407579	1211	0.097	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.47
407579	1212	0.094	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	1213	0.104	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.53
407579	1214	0.104	1.78	1	195.0637	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1215	0.106	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.37
407579	1216	0.101	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.31
407579	1217	0.111	1.78	1	223.0272	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1218	0.108	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.33
407579	1219	0.110	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1220	0.092	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.40
407579	1221	0.104	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.38
407579	1222	0.103	1.78	1	223.0378	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	1223	0.106	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.44
407579	1224	0.092	1.78	1	195.0587	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	1225	0.108	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	1226	0.094	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.47
407579	1227	0.104	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1228	0.091	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1229	0.117	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1230	0.095	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1231	0.095	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1232	0.110	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
407579	1233	0.117	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1234	0.110	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.39
407579	1235	0.084	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	1236	0.111	1.78	1	195.0509	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	1237	0.099	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	1238	0.105	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	1239	0.104	1.78	1	195.0522	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.36
407579	1240	0.116	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.35
407579	1241	0.108	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.34
