Dataset	ScanNumber	Elapsed Scan Time (sec)	Average Scan by Inst	Micro Scan count	Collision Mode	Scan Filter Text	Source Temperature
232087	923	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.39
232087	924	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.39
232087	925	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.39
232087	926	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.39
232087	927	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.39
232087	928	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.39
232087	929	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.39
232087	930	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.39
232087	931	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.39
232087	932	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.39
232087	933	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.39
232087	934	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.39
232087	935	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.39
232087	936	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.39
232087	937	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.39
232087	938	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.39
232087	939	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.39
232087	940	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.39
232087	941	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.39
232087	942	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.39
232087	943	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.39
232087	944	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.39
232087	945	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.39
232087	946	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.39
232087	947	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.39
232087	948	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.39
232087	949	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.39
232087	950	0.02	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.39
232087	951	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.39
232087	952	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.39
232087	953	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.39
232087	954	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.39
232087	955	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.39
232087	956	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.39
232087	957	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.39
232087	958	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.39
232087	959	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.39
232087	960	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.39
232087	961	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.39
232087	962	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.39
232087	963	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.39
232087	964	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.39
232087	965	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.39
232087	966	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.39
232087	967	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.39
232087	968	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.39
232087	969	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.39
232087	970	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.39
232087	971	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.39
232087	972	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.39
232087	973	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.39
232087	974	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.39
232087	975	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.39
232087	976	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.39
232087	977	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.39
232087	978	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.39
232087	979	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.39
232087	980	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.39
232087	981	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.39
232087	982	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.39
232087	983	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.39
232087	984	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.39
232087	985	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.39
232087	986	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.39
232087	987	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.39
232087	988	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.39
232087	989	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.39
232087	990	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.39
232087	991	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.39
232087	992	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.39
232087	993	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.39
232087	994	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.39
232087	995	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.39
232087	996	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.39
232087	997	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.39
232087	998	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.39
232087	999	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.39
