Dataset	ScanNumber	AGC	Ion Injection Time (ms)	Elapsed Scan Time (sec)	Orbitrap Resolution	Dependency Type	Master Scan Number	Monoisotopic M/Z	Charge State	HCD Energy	MS2 Isolation Width	Conversion Parameter B	Conversion Parameter C	Temperature Comp. (ppm)	Space Charge Comp. (ppm)	Resolution Comp. (ppm)	RawOvFtT	Injection t0	Collision Mode	Scan Filter Text	Source Pressure
706505	1547	Predicted	0.411	0.135	30000	1	1524	0	3	-26.01	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	457865.2	0.044	hcd	FTMS + c ESI d Full ms2 433.9021@hcd30.00 [100.0000-1312.0000]	2.549
706505	1548	Predicted	7.772	0.236	30000	1	1524	0	2	-35.71	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	690480.2	0.032	hcd	FTMS + c ESI d Full ms2 648.8459@hcd30.00 [100.0000-1308.0000]	2.549
706505	1549	Predicted	0.444	0.203	30000	1	1546	0	3	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	627850.3	0.005	etd	FTMS + c ESI d Full ms2 432.8996@etd53.99 [100.0000-1309.0000]	2.549
706505	1550	Predicted	0.421	0.180	30000	1	1546	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	534264.3	-0.007	sa_hcd	FTMS + c ESI d sa Full ms2 432.8996@etd53.99 432.8996@hcd30.00 [100.0000-1309.0000]	2.549
706505	1551	Predicted	0.421	0.197	30000	1	1546	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	527959.8	-0.014	sa_cid	FTMS + c ESI d sa Full ms2 432.8996@etd53.99 432.8996@cid30.00 [100.0000-1309.0000]	2.549
706505	1552	Predicted	0.465	0.177	30000	1	1547	0	3	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	348752.3	-0.002	etd	FTMS + c ESI d Full ms2 433.9021@etd53.99 [100.0000-1312.0000]	2.549
706505	1553	Predicted	0.431	0.180	30000	1	1547	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	453902.8	-0.058	sa_hcd	FTMS + c ESI d sa Full ms2 433.9021@etd53.99 433.9021@hcd30.00 [100.0000-1312.0000]	2.549
706505	1554	Predicted	0.431	0.197	30000	1	1547	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	297497.8	-0.049	sa_cid	FTMS + c ESI d sa Full ms2 433.9021@etd53.99 433.9021@cid30.00 [100.0000-1312.0000]	2.549
706505	1555	Predicted	12.277	0.256	30000	1	1548	0	2	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	530142.8	-0.004	etd	FTMS + c ESI d Full ms2 648.8459@etd121.47 [100.0000-1308.0000]	2.549
706505	1556	Predicted	11.003	0.258	30000	1	1548	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	517782.7	0.015	sa_hcd	FTMS + c ESI d sa Full ms2 648.8459@etd121.47 648.8459@hcd30.00 [100.0000-1308.0000]	2.549
706505	1557	Predicted	11.003	0.265	30000	1	1548	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	569667.3	-0.015	sa_cid	FTMS + c ESI d sa Full ms2 648.8459@etd121.47 648.8459@cid30.00 [100.0000-1308.0000]	2.549
706505	1558	Predicted	13.313	0.135	30000	1	1524	0	2	-35.76	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	731117.3	0.033	hcd	FTMS + c ESI d Full ms2 649.8486@hcd30.00 [100.0000-1310.0000]	2.549
706505	1559	Predicted	30.542	0.134	30000	1	1524	0	2	-32.55	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	633766.9	0.039	hcd	FTMS + c ESI d Full ms2 583.2985@hcd30.00 [100.0000-1177.0000]	2.549
706505	1560	Predicted	15.082	0.259	30000	1	1558	0	2	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	434750.5	-0.035	etd	FTMS + c ESI d Full ms2 649.8486@etd121.47 [100.0000-1310.0000]	2.549
706505	1561	Predicted	10.976	0.258	30000	1	1558	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	364409.3	0.006	sa_hcd	FTMS + c ESI d sa Full ms2 649.8486@etd121.47 649.8486@hcd30.00 [100.0000-1310.0000]	2.549
706505	1562	Predicted	10.976	0.265	30000	1	1558	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	352648.3	-0.009	sa_cid	FTMS + c ESI d sa Full ms2 649.8486@etd121.47 649.8486@cid30.00 [100.0000-1310.0000]	2.549
706505	1563	Predicted	45.878	0.290	30000	1	1559	0	2	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	481009.8	-0.003	etd	FTMS + c ESI d Full ms2 583.2985@etd121.47 [100.0000-1177.0000]	2.549
706505	1564	Predicted	41.530	0.288	30000	1	1559	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	452620.2	-0.008	sa_hcd	FTMS + c ESI d sa Full ms2 583.2985@etd121.47 583.2985@hcd30.00 [100.0000-1177.0000]	2.549
706505	1565	Predicted	41.530	0.295	30000	1	1559	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	479212.6	-0.002	sa_cid	FTMS + c ESI d sa Full ms2 583.2985@etd121.47 583.2985@cid30.00 [100.0000-1177.0000]	2.549
706505	1566	On	0.246	0.146	60000	0	-1	-1.0000	0	-1.00	-1.00	211723737.973904	-151810980.769503	-6.76	-0.14	-0.17	484914.9	-0.015		FTMS + p ESI Full ms [350.0000-2000.0000]	2.549
706505	1567	Predicted	0.421	0.199	30000	1	1545	0	3	-25.99	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	724359.9	0.037	hcd	FTMS + c ESI d Full ms2 432.8997@hcd30.00 [100.0000-1309.0000]	2.549
706505	1568	Predicted	0.431	0.135	30000	1	1545	0	3	-26.01	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	460166.4	0.030	hcd	FTMS + c ESI d Full ms2 433.9022@hcd30.00 [100.0000-1312.0000]	2.549
706505	1569	Predicted	11.003	0.256	30000	1	1545	0	2	-35.71	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	910876.3	0.038	hcd	FTMS + c ESI d Full ms2 648.8459@hcd30.00 [100.0000-1308.0000]	2.549
706505	1570	Predicted	0.384	0.225	30000	1	1567	0	3	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	543511.1	0.014	etd	FTMS + c ESI d Full ms2 432.8997@etd53.99 [100.0000-1309.0000]	2.551
706505	1571	Predicted	0.364	0.180	30000	1	1567	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	513750.5	-0.009	sa_hcd	FTMS + c ESI d sa Full ms2 432.8997@etd53.99 432.8997@hcd30.00 [100.0000-1309.0000]	2.551
706505	1572	Predicted	0.364	0.197	30000	1	1567	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	444569.5	-0.013	sa_cid	FTMS + c ESI d sa Full ms2 432.8997@etd53.99 432.8997@cid30.00 [100.0000-1309.0000]	2.551
706505	1573	Predicted	0.432	0.177	30000	1	1568	0	3	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	239460.5	-0.004	etd	FTMS + c ESI d Full ms2 433.9022@etd53.99 [100.0000-1312.0000]	2.551
706505	1574	Predicted	0.391	0.180	30000	1	1568	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	338711.3	-0.070	sa_hcd	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@hcd30.00 [100.0000-1312.0000]	2.551
706505	1575	Predicted	0.391	0.197	30000	1	1568	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	334853.8	-0.047	sa_cid	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@cid30.00 [100.0000-1312.0000]	2.551
706505	1576	Predicted	12.405	0.256	30000	1	1569	0	2	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	535572.6	-0.008	etd	FTMS + c ESI d Full ms2 648.8459@etd121.47 [100.0000-1308.0000]	2.551
706505	1577	Predicted	11.412	0.258	30000	1	1569	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	530815.6	0.011	sa_hcd	FTMS + c ESI d sa Full ms2 648.8459@etd121.47 648.8459@hcd30.00 [100.0000-1308.0000]	2.551
706505	1578	Predicted	11.412	0.265	30000	1	1569	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	530396.6	-0.088	sa_cid	FTMS + c ESI d sa Full ms2 648.8459@etd121.47 648.8459@cid30.00 [100.0000-1308.0000]	2.551
706505	1579	Predicted	41.531	0.135	30000	1	1545	0	2	-32.55	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	799898.2	0.044	hcd	FTMS + c ESI d Full ms2 583.2982@hcd30.00 [100.0000-1177.0000]	2.551
706505	1580	Predicted	10.985	0.135	30000	1	1545	0	2	-35.76	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	679584.4	0.037	hcd	FTMS + c ESI d Full ms2 649.8490@hcd30.00 [100.0000-1310.0000]	2.551
706505	1581	Predicted	34.144	0.278	30000	1	1579	0	2	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	408723.2	-0.005	etd	FTMS + c ESI d Full ms2 583.2982@etd121.47 [100.0000-1177.0000]	2.551
706505	1582	Predicted	31.233	0.278	30000	1	1579	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	380207.8	0	sa_hcd	FTMS + c ESI d sa Full ms2 583.2982@etd121.47 583.2982@hcd30.00 [100.0000-1177.0000]	2.551
706505	1583	Predicted	31.233	0.285	30000	1	1579	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	350523.4	0.003	sa_cid	FTMS + c ESI d sa Full ms2 583.2982@etd121.47 583.2982@cid30.00 [100.0000-1177.0000]	2.551
706505	1584	Predicted	16.963	0.261	30000	1	1580	0	2	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	442393.3	-0.040	etd	FTMS + c ESI d Full ms2 649.8490@etd121.47 [100.0000-1310.0000]	2.551
706505	1585	Predicted	15.543	0.262	30000	1	1580	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	492704.8	0.009	sa_hcd	FTMS + c ESI d sa Full ms2 649.8490@etd121.47 649.8490@hcd30.00 [100.0000-1310.0000]	2.551
706505	1586	Predicted	15.543	0.270	30000	1	1580	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	489853.6	0	sa_cid	FTMS + c ESI d sa Full ms2 649.8490@etd121.47 649.8490@cid30.00 [100.0000-1310.0000]	2.551
706505	1587	On	0.289	0.146	60000	0	-1	-1.0000	0	-1.00	-1.00	211723729.206504	-151810968.204459	-6.76	-0.16	-0.17	628059.2	-0.023		FTMS + p ESI Full ms [350.0000-2000.0000]	2.551
706505	1588	Predicted	0.364	0.199	30000	1	1566	0	3	-25.99	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	670311.1	0.030	hcd	FTMS + c ESI d Full ms2 432.8999@hcd30.00 [100.0000-1309.0000]	2.551
706505	1589	Predicted	0.391	0.135	30000	1	1566	0	3	-26.01	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	478187.7	0.044	hcd	FTMS + c ESI d Full ms2 433.9023@hcd30.00 [100.0000-1312.0000]	2.551
706505	1590	Predicted	11.412	0.267	30000	1	1566	0	2	-35.71	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	958367.7	0.044	hcd	FTMS + c ESI d Full ms2 648.8461@hcd30.00 [100.0000-1308.0000]	2.551
706505	1591	Predicted	0.417	0.230	30000	1	1588	0	3	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	649996.9	0.006	etd	FTMS + c ESI d Full ms2 432.8999@etd53.99 [100.0000-1309.0000]	2.551
706505	1592	Predicted	0.396	0.180	30000	1	1588	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	511307.7	-0.011	sa_hcd	FTMS + c ESI d sa Full ms2 432.8999@etd53.99 432.8999@hcd30.00 [100.0000-1309.0000]	2.551
706505	1593	Predicted	0.396	0.197	30000	1	1588	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	488805.8	-0.001	sa_cid	FTMS + c ESI d sa Full ms2 432.8999@etd53.99 432.8999@cid30.00 [100.0000-1309.0000]	2.551
706505	1594	Predicted	0.493	0.177	30000	1	1589	0	3	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	374681.3	-0.024	etd	FTMS + c ESI d Full ms2 433.9023@etd53.99 [100.0000-1312.0000]	2.549
706505	1595	Predicted	0.431	0.180	30000	1	1589	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	412624.8	-0.062	sa_hcd	FTMS + c ESI d sa Full ms2 433.9023@etd53.99 433.9023@hcd30.00 [100.0000-1312.0000]	2.549
706505	1596	Predicted	0.431	0.197	30000	1	1589	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	316197.2	-0.054	sa_cid	FTMS + c ESI d sa Full ms2 433.9023@etd53.99 433.9023@cid30.00 [100.0000-1312.0000]	2.549
706505	1597	Predicted	8.493	0.252	30000	1	1590	0	2	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	400221.8	-0.008	etd	FTMS + c ESI d Full ms2 648.8461@etd121.47 [100.0000-1308.0000]	2.549
706505	1598	Predicted	7.812	0.255	30000	1	1590	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	413644.3	0.014	sa_hcd	FTMS + c ESI d sa Full ms2 648.8461@etd121.47 648.8461@hcd30.00 [100.0000-1308.0000]	2.549
706505	1599	Predicted	7.812	0.262	30000	1	1590	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	392415.1	-0.009	sa_cid	FTMS + c ESI d sa Full ms2 648.8461@etd121.47 648.8461@cid30.00 [100.0000-1308.0000]	2.549
706505	1600	Predicted	15.544	0.135	30000	1	1566	0	2	-35.76	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	829722.4	0.040	hcd	FTMS + c ESI d Full ms2 649.8491@hcd30.00 [100.0000-1310.0000]	2.549
706505	1601	Predicted	31.232	0.135	30000	1	1566	0	2	-32.55	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	651513.0	0.037	hcd	FTMS + c ESI d Full ms2 583.2988@hcd30.00 [100.0000-1177.0000]	2.549
706505	1602	Predicted	12.337	0.256	30000	1	1600	0	2	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	353957.1	-0.038	etd	FTMS + c ESI d Full ms2 649.8491@etd121.47 [100.0000-1310.0000]	2.549
706505	1603	Predicted	11.222	0.258	30000	1	1600	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	369023.0	0.012	sa_hcd	FTMS + c ESI d sa Full ms2 649.8491@etd121.47 649.8491@hcd30.00 [100.0000-1310.0000]	2.549
706505	1604	Predicted	11.222	0.266	30000	1	1600	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	363840.2	-0.024	sa_cid	FTMS + c ESI d sa Full ms2 649.8491@etd121.47 649.8491@cid30.00 [100.0000-1310.0000]	2.549
706505	1605	Predicted	37.600	0.281	30000	1	1601	0	2	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	421223.9	0.007	etd	FTMS + c ESI d Full ms2 583.2988@etd121.47 [100.0000-1177.0000]	2.549
706505	1606	Predicted	32.154	0.279	30000	1	1601	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	411153.3	-0.032	sa_hcd	FTMS + c ESI d sa Full ms2 583.2988@etd121.47 583.2988@hcd30.00 [100.0000-1177.0000]	2.549
706505	1607	Predicted	32.154	0.286	30000	1	1601	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	394703.5	-0.014	sa_cid	FTMS + c ESI d sa Full ms2 583.2988@etd121.47 583.2988@cid30.00 [100.0000-1177.0000]	2.549
706505	1608	On	0.325	0.146	60000	0	-1	-1.0000	0	-1.00	-1.00	211723723.476358	-151810959.990962	-6.76	-0.17	-0.17	516174.5	-0.038		FTMS + p ESI Full ms [350.0000-2000.0000]	2.549
706505	1609	Predicted	0.396	0.199	30000	1	1587	0	3	-25.99	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	770998.9	0.040	hcd	FTMS + c ESI d Full ms2 432.9000@hcd30.00 [100.0000-1309.0000]	2.549
706505	1610	Predicted	0.431	0.135	30000	1	1587	0	3	-26.01	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	480479.6	0.047	hcd	FTMS + c ESI d Full ms2 433.9023@hcd30.00 [100.0000-1312.0000]	2.549
706505	1611	Predicted	7.812	0.262	30000	1	1587	0	2	-35.71	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	683141.0	0.028	hcd	FTMS + c ESI d Full ms2 648.8463@hcd30.00 [100.0000-1308.0000]	2.549
706505	1612	Predicted	0.429	0.212	30000	1	1609	0	3	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	613848.6	0.009	etd	FTMS + c ESI d Full ms2 432.9000@etd53.99 [100.0000-1309.0000]	2.549
706505	1613	Predicted	0.406	0.180	30000	1	1609	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	521648.4	-0.004	sa_hcd	FTMS + c ESI d sa Full ms2 432.9000@etd53.99 432.9000@hcd30.00 [100.0000-1309.0000]	2.549
706505	1614	Predicted	0.406	0.197	30000	1	1609	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	491517.3	0.003	sa_cid	FTMS + c ESI d sa Full ms2 432.9000@etd53.99 432.9000@cid30.00 [100.0000-1309.0000]	2.549
706505	1615	Predicted	0.463	0.177	30000	1	1610	0	3	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	348714.3	-0.020	etd	FTMS + c ESI d Full ms2 433.9023@etd53.99 [100.0000-1312.0000]	2.549
706505	1616	Predicted	0.424	0.180	30000	1	1610	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	404969.9	-0.006	sa_hcd	FTMS + c ESI d sa Full ms2 433.9023@etd53.99 433.9023@hcd30.00 [100.0000-1312.0000]	2.549
706505	1617	Predicted	0.424	0.198	30000	1	1610	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	351183.6	-0.057	sa_cid	FTMS + c ESI d sa Full ms2 433.9023@etd53.99 433.9023@cid30.00 [100.0000-1312.0000]	2.549
706505	1618	Predicted	8.360	0.252	30000	1	1611	0	2	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	381232.8	-0.021	etd	FTMS + c ESI d Full ms2 648.8463@etd121.47 [100.0000-1308.0000]	2.546
706505	1619	Predicted	7.701	0.255	30000	1	1611	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	387835.3	0.019	sa_hcd	FTMS + c ESI d sa Full ms2 648.8463@etd121.47 648.8463@hcd30.00 [100.0000-1308.0000]	2.546
706505	1620	Predicted	7.701	0.262	30000	1	1611	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	369745.4	-0.017	sa_cid	FTMS + c ESI d sa Full ms2 648.8463@etd121.47 648.8463@cid30.00 [100.0000-1308.0000]	2.546
706505	1621	Predicted	27.557	0.135	30000	1	1587	0	2	-29.41	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	689061.9	0	hcd	FTMS + c ESI d Full ms2 513.2822@hcd30.00 [100.0000-1037.0000]	2.546
706505	1622	Predicted	32.149	0.135	30000	1	1587	0	2	-32.55	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	626223.0	0.035	hcd	FTMS + c ESI d Full ms2 583.2990@hcd30.00 [100.0000-1177.0000]	2.546
706505	1623	Predicted	29.537	0.273	30000	1	1621	0	2	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	346263.4	0	etd	FTMS + c ESI d Full ms2 513.2822@etd121.47 [100.0000-1037.0000]	2.546
706505	1624	Predicted	26.282	0.273	30000	1	1621	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	382508.0	-0.029	sa_hcd	FTMS + c ESI d sa Full ms2 513.2822@etd121.47 513.2822@hcd30.00 [100.0000-1037.0000]	2.546
706505	1625	Predicted	26.282	0.280	30000	1	1621	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	364768.4	-0.014	sa_cid	FTMS + c ESI d sa Full ms2 513.2822@etd121.47 513.2822@cid30.00 [100.0000-1037.0000]	2.546
706505	1626	Predicted	28.613	0.272	30000	1	1622	0	2	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	316967.8	0.016	etd	FTMS + c ESI d Full ms2 583.2990@etd121.47 [100.0000-1177.0000]	2.546
706505	1627	Predicted	26.316	0.273	30000	1	1622	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	286160.3	-0.002	sa_hcd	FTMS + c ESI d sa Full ms2 583.2990@etd121.47 583.2990@hcd30.00 [100.0000-1177.0000]	2.546
706505	1628	Predicted	26.316	0.281	30000	1	1622	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	327812.7	-0.039	sa_cid	FTMS + c ESI d sa Full ms2 583.2990@etd121.47 583.2990@cid30.00 [100.0000-1177.0000]	2.546
706505	1629	On	0.290	0.146	60000	0	-1	-1.0000	0	-1.00	-1.00	211723729.570323	-151810968.725345	-6.76	-0.16	-0.17	669483.5	-0.018		FTMS + p ESI Full ms [350.0000-2000.0000]	2.551
706505	1630	Predicted	0.406	0.199	30000	1	1608	0	3	-25.99	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	710840.3	0.031	hcd	FTMS + c ESI d Full ms2 432.8996@hcd30.00 [100.0000-1309.0000]	2.551
706505	1631	Predicted	0.424	0.135	30000	1	1608	0	3	-26.01	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	531839.6	0.039	hcd	FTMS + c ESI d Full ms2 433.9021@hcd30.00 [100.0000-1312.0000]	2.551
706505	1632	Predicted	7.701	0.257	30000	1	1608	0	2	-35.71	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	730555.8	0.040	hcd	FTMS + c ESI d Full ms2 648.8459@hcd30.00 [100.0000-1308.0000]	2.551
706505	1633	Predicted	0.437	0.217	30000	1	1630	0	3	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	671610.5	0.002	etd	FTMS + c ESI d Full ms2 432.8996@etd53.99 [100.0000-1309.0000]	2.551
706505	1634	Predicted	0.415	0.180	30000	1	1630	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	533766.0	0.009	sa_hcd	FTMS + c ESI d sa Full ms2 432.8996@etd53.99 432.8996@hcd30.00 [100.0000-1309.0000]	2.551
706505	1635	Predicted	0.415	0.197	30000	1	1630	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	494304.6	-0.007	sa_cid	FTMS + c ESI d sa Full ms2 432.8996@etd53.99 432.8996@cid30.00 [100.0000-1309.0000]	2.551
706505	1636	Predicted	0.468	0.177	30000	1	1631	0	3	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	384487.8	-0.015	etd	FTMS + c ESI d Full ms2 433.9021@etd53.99 [100.0000-1312.0000]	2.551
706505	1637	Predicted	0.429	0.180	30000	1	1631	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	380364.3	-0.033	sa_hcd	FTMS + c ESI d sa Full ms2 433.9021@etd53.99 433.9021@hcd30.00 [100.0000-1312.0000]	2.551
706505	1638	Predicted	0.429	0.197	30000	1	1631	0	3	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	321102.7	-0.011	sa_cid	FTMS + c ESI d sa Full ms2 433.9021@etd53.99 433.9021@cid30.00 [100.0000-1312.0000]	2.551
706505	1639	Predicted	8.818	0.253	30000	1	1632	0	2	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	413691.8	-0.003	etd	FTMS + c ESI d Full ms2 648.8459@etd121.47 [100.0000-1308.0000]	2.551
706505	1640	Predicted	7.964	0.255	30000	1	1632	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	406847.6	0.009	sa_hcd	FTMS + c ESI d sa Full ms2 648.8459@etd121.47 648.8459@hcd30.00 [100.0000-1308.0000]	2.551
706505	1641	Predicted	7.964	0.262	30000	1	1632	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	422237.8	-0.012	sa_cid	FTMS + c ESI d sa Full ms2 648.8459@etd121.47 648.8459@cid30.00 [100.0000-1308.0000]	2.551
706505	1642	Predicted	26.290	0.135	30000	1	1608	0	2	-29.41	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	692874.8	0	hcd	FTMS + c ESI d Full ms2 513.2819@hcd30.00 [100.0000-1037.0000]	2.551
706505	1643	Predicted	7.283	0.135	30000	1	1608	0	2	-35.76	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	462755.3	0.031	hcd	FTMS + c ESI d Full ms2 649.8488@hcd30.00 [100.0000-1310.0000]	2.551
706505	1644	Predicted	34.918	0.279	30000	1	1642	0	2	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	383355.8	0	etd	FTMS + c ESI d Full ms2 513.2819@etd121.47 [100.0000-1037.0000]	2.551
706505	1645	Predicted	28.263	0.275	30000	1	1642	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	360290.7	-0.009	sa_hcd	FTMS + c ESI d sa Full ms2 513.2819@etd121.47 513.2819@hcd30.00 [100.0000-1037.0000]	2.551
706505	1646	Predicted	28.263	0.282	30000	1	1642	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	367173.9	-0.020	sa_cid	FTMS + c ESI d sa Full ms2 513.2819@etd121.47 513.2819@cid30.00 [100.0000-1037.0000]	2.551
706505	1647	Predicted	16.311	0.260	30000	1	1643	0	2	-1.00	1.60	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	440596.4	-0.036	etd	FTMS + c ESI d Full ms2 649.8488@etd121.47 [100.0000-1310.0000]	2.551
706505	1648	Predicted	13.084	0.260	30000	1	1643	0	2	-1.00	2.00	211723796.605486	-151811064.860154	-6.76	-0.08	-0.09	420136.9	0.005	sa_hcd	FTMS + c ESI d sa Full ms2 649.8488@etd121.47 649.8488@hcd30.00 [100.0000-1310.0000]	2.551
